"Folio de Factura","Fecha","No. OC Cliente","Ref. cliente","Cliente","Producto","Cantidad","Categoría de producto","Estado","Tipo"
"f31674",2023-02-14,"trm30487","59","tokai rika mexico","tr12439 caja p558 18841 p558 caja con celda",100,"carton producto terminado carton","posted","Empaques Primarios"
"f31674",2023-02-14,"trm30487","59","tokai rika mexico","tr12440 tapa p558 18842 p558 tapa",100,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31673",2023-02-14,"trm30766","59","tokai rika mexico","tr12437 caja icp 539 caja cs 32ect fc paameri con celda 32ect fe cd539 caja con cleda",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31673",2023-02-14,"trm30766","59","tokai rika mexico","tr12438 tapa icp 539 tapa 24152 en cparton sencillo corrugado 18840 cd539 tapa",50,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31673",2023-02-14,"trm30766","59","tokai rika mexico","celda con micro coruugad o en 32 porta etiqueta 19014 tr13777 tgtx kit caja + celda",20,"carton producto terminado carton","posted","Empaques Primarios"
"f31673",2023-02-14,"trm30766","59","tokai rika mexico","caja rsc ect 36 dk pad ect 36 dktapa ect 32 19022 tr13778 avanzar caja ensamblada con 1 pad",200,"carton producto terminado carton","posted","Empaques Primarios"
"f31672",2023-02-14,"5900426530","688151","yanfeng seating mexico","armrest model s armrest model s",120,"carton kit carton","posted","Otros"
"f31671",2023-02-14,"640486mx","34","denso mexico","kit packaging back up t90 back up t90",1,"carton producto terminado carton","posted","Kits de Empaque"
"f31670",2023-02-14,"640486mx","34","denso mexico","kit packaging back up t90 back up t90",8,"carton producto terminado carton","posted","Kits de Empaque"
"f31670",2023-02-14,"640486mx","34","denso mexico","kit packaging back up 30aa hud back up 30aa hud pallet",6,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31669",2023-02-14,"640486mx","34","denso mexico","kit packaging back up 30aa hud back up 30aa hud pallet",1,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31668",2023-02-14,"qt111354","qro","yanfeng international automotive technology mexico","plastic corrugated dunnage for cx727 fg full assy pcorr sleeve foam dunnage velcro straps and assy to rack plastic corrugated dunnage for cx727 fg full assy pcorr sleeve foam dunnage velcro straps and assy to rack rack wip y0124113 mangas",24,"retornable producto terminado retornable","posted","Materiales de Protección"
"f31668",2023-02-14,"qt111354","qro","yanfeng international automotive technology mexico","steel rack 96 x 48 x 50 y0124113 rack mangas estructura",24,"retornable producto terminado retornable","posted","Otros"
"f31667",2023-02-14,"639816mx","34","denso mexico","mx98900200201 caja empty mcv 19638 vi",100,"carton producto terminado carton","posted","Empaques Primarios"
"f31666",2023-02-14,"30214224","34","denso mexico","mx9894020020 19419 toyota mcv pallet",8,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31665",2023-02-13,"21005249","34","denso mexico","mx9894020020 19419 toyota mcv pallet",5,"carton producto terminado carton","cancel","Contenedores y Tarimas"
"f31664",2023-02-13,"21005249","34","denso mexico","mx9894020020 19419 toyota mcv pallet",5,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31663",2023-02-13,"21005248","34","denso mexico","mx9894020020 19419 toyota mcv pallet",5,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31662",2023-02-13,"638682mx","72","denso mexico","tarima madera tarima madera",200,"servicios","posted","Contenedores y Tarimas"
"f31661",2023-02-13,"638683mx","72","denso mexico","tarima madera tarima madera",100,"servicios","posted","Contenedores y Tarimas"
"f31660",2023-02-13,"638764mx","72","denso mexico","caja y tapa para 890 150 caja y tapa para 890150",111,"servicios","posted","Empaques Primarios"
"f31659",2023-02-13,"638769mx","72","denso mexico","caja y tapa para 890 150 caja y tapa para 890150",195,"servicios","posted","Empaques Primarios"
"f31658",2023-02-13,"638850mx","72","denso mexico","tarima de madera 45x48 con tratamiento termico tarima de madera 45x48 con tratamiento termico",17,"carton producto comercializacion carton","posted","Contenedores y Tarimas"
"f31657",2023-02-13,"640073mx","72","denso mexico","kit de empaque c1uc kit de empaque c1uc",41,"servicios","posted","Kits de Empaque"
"f31656",2023-02-13,"638283mx","72","denso mexico","celdado para 890 150 celdado para 890150",306,"servicios","posted","Accesorios de Empaque"
"f31655",2023-02-13,"639816mx","34","denso mexico","mx98900200201 caja empty mcv 19638 vi",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31654",2023-02-13,"30213303","34","denso mexico","mx9894020020 19419 toyota mcv pallet",8,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31653",2023-02-11,"trm29999","59","tokai rika mexico","celda con micro coruugad o en 32 porta etiqueta 19014 tr13777 tgtx kit caja + celda",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31652",2023-02-11,"trm30487","59","tokai rika mexico","tr12439 caja p558 18841 p558 caja con celda",100,"carton producto terminado carton","posted","Empaques Primarios"
"f31652",2023-02-11,"trm30487","59","tokai rika mexico","tr12440 tapa p558 18842 p558 tapa",100,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31651",2023-02-11,"trm29775","59","tokai rika mexico","tr11910 charola c2 div 20 smooth c32 cavidades 18267 tr11910 u725 dms cambio itb charola con itb",100,"carton producto terminado carton","posted","Componentes de Empaque"
"f31650",2023-02-11,"trm30766","59","tokai rika mexico","tr12437 caja icp 539 caja cs 32ect fc paameri con celda 32ect fe cd539 caja con cleda",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31650",2023-02-11,"trm30766","59","tokai rika mexico","tr12438 tapa icp 539 tapa 24152 en cparton sencillo corrugado 18840 cd539 tapa",50,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31650",2023-02-11,"trm30766","59","tokai rika mexico","caja rsc ect 36 dk pad ect 36 dktapa ect 32 19022 tr13778 avanzar caja ensamblada con 1 pad",200,"carton producto terminado carton","posted","Empaques Primarios"
"f31649",2023-02-10,"5500114659","26","stabilus","124047 fs 30 99 0000 00 000 carton box 124047 mopar box 124047 mopar",150,"carton producto terminado carton","posted","Empaques Primarios"
"f31649",2023-02-10,"5500114659","26","stabilus","00690 565289 fs 30 99 0000 00 000 inserto a",1689,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31649",2023-02-10,"5500114659","26","stabilus","00700 565528 fs 30 99 0000 00 000 inserto b",1472,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31648",2023-02-10,"5500114659","26","stabilus","box 124047 gm box 124047 gm",150,"carton producto terminado carton","cancel","Empaques Primarios"
"f31648",2023-02-10,"5500114659","26","stabilus","00690 565289 fs 30 99 0000 00 000 inserto a",1689,"carton producto terminado carton","cancel","Accesorios de Empaque"
"f31648",2023-02-10,"5500114659","26","stabilus","00700 565528 fs 30 99 0000 00 000 inserto b",1472,"carton producto terminado carton","cancel","Accesorios de Empaque"
"f31647",2023-02-10,"639816mx","34","denso mexico","mx98900200201 caja empty mcv 19638 vi",70,"carton producto terminado carton","posted","Empaques Primarios"
"f31646",2023-02-10,"30210236","34","denso mexico","mx9894020020 19419 toyota mcv pallet",11,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31645",2023-02-09,"4500927672","47","stabilus","252422 caja chica 252422 caja chica inter",100,"carton producto terminado carton","cancel","Empaques Primarios"
"f31644",2023-02-09,"5500120787","47","stabilus","226388 fs 30 99 0000 00 000 carton empaque caja backup canastilla gris 15785 back up canastilla gris p3 cable set para canastilla caja",200,"carton producto terminado carton","posted","Empaques Primarios"
"f31644",2023-02-09,"5500120787","47","stabilus","955061 as 30 99 0000 00 000 inserto 13834 955061 charola armada",1120,"carton producto terminado carton","posted","Componentes de Empaque"
"f31644",2023-02-09,"5500120787","47","stabilus","223264 as 30 99 0000 00 000 inserto gm177 13791 gm177 charola armada",2400,"carton producto terminado carton","posted","Componentes de Empaque"
"f31644",2023-02-09,"5500120787","47","stabilus","928069 fs 30 99 0000 00 000 chattanooga 13833 928069 chattanooga st3 charola armada",768,"carton producto terminado carton","posted","Componentes de Empaque"
"f31644",2023-02-09,"5500120787","47","stabilus","341332 as 30 99 0000 00 000 inserto u611u625 13802 u611 341332 u625 charola armada",640,"carton producto terminado carton","posted","Componentes de Empaque"
"f31644",2023-02-09,"5500120787","47","stabilus","00010 817904 as 30 99 0000 00 000 inserto 18891 coupe charola armada",420,"carton producto terminado carton","posted","Componentes de Empaque"
"f31644",2023-02-09,"5500120787","47","stabilus","229973 fs 30 99 0000 00 000 carton empaque kit motor gearbox kit armado motorgear",3,"carton kit carton","posted","Empaques Primarios"
"f31644",2023-02-09,"5500120787","47","stabilus","as 30 99 0000 00 000 inserto 915898 as 30 99 0000 00 000 inserto g09 bmw alterno charola armada",312,"carton producto terminado carton","posted","Componentes de Empaque"
"f31644",2023-02-09,"5500120787","47","stabilus","927838 fs 30 99 0000 00 000 carton empaque tesla xda90 16487 xda90 927838 charola ensamblada",456,"carton producto terminado carton","posted","Componentes de Empaque"
"f31644",2023-02-09,"5500120787","47","stabilus","444816 fs 30 99 0000 00 000 inserto audi q5 13817 audi q5 charola armada",240,"carton producto terminado carton","posted","Componentes de Empaque"
"f31643",2023-02-09,"5500033834","73","hella automotive mexico","46741624 compartiment insert 535x335x221mm cc esd refacciones p1 celdado",250,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31642",2023-02-09,"5500033013","73","hella automotive mexico","46741621 compartiment insert 1132x712x231mm cc sudafrica celdas en contenedor",800,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31641",2023-02-09,"5500033014","73","hella automotive mexico","46790559 insert 3683x60x254 mm foam sudafrica inserto foam",3200,"carton producto terminado carton","posted","Materiales de Protección"
"f31640",2023-02-09,"trm29999","59","tokai rika mexico","celda con micro coruugad o en 32 porta etiqueta 19014 tr13777 tgtx kit caja + celda",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31639",2023-02-09,"trm30487","59","tokai rika mexico","tr12438 tapa icp 539 tapa 24152 en cparton sencillo corrugado 18840 cd539 tapa",50,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31639",2023-02-09,"trm30487","59","tokai rika mexico","tr12439 caja p558 18841 p558 caja con celda",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31639",2023-02-09,"trm30487","59","tokai rika mexico","tr12440 tapa p558 18842 p558 tapa",50,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31638",2023-02-09,"trm30766","59","tokai rika mexico","tr12437 caja icp 539 caja cs 32ect fc paameri con celda 32ect fe cd539 caja con cleda",100,"carton producto terminado carton","posted","Empaques Primarios"
"f31638",2023-02-09,"trm30766","59","tokai rika mexico","tr12438 tapa icp 539 tapa 24152 en cparton sencillo corrugado 18840 cd539 tapa",50,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31638",2023-02-09,"trm30766","59","tokai rika mexico","caja rsc ect 36 dk pad ect 36 dktapa ect 32 19022 tr13778 avanzar caja ensamblada con 1 pad",400,"carton producto terminado carton","posted","Empaques Primarios"
"f31637",2023-02-09,"5500114659","26","stabilus","496694 as 30 99 0000 00 000 carton caja nextracker 20 damper caja nextracker 20 damper",50,"carton kit carton","posted","Empaques Primarios"
"f31637",2023-02-09,"5500114659","26","stabilus","560249 as 30 99 0000 00 000 carton box 560249 bmw bmw exportacion box 560249 bmw",21,"carton kit carton","posted","Empaques Primarios"
"f31637",2023-02-09,"5500114659","26","stabilus","938591 fs 30 99 0000 00 000 carton box 938591 size 16 13876 16 caja terminada",1370,"carton producto terminado carton","posted","Empaques Primarios"
"f31637",2023-02-09,"5500114659","26","stabilus","939069 fs 30 99 0000 00 000 carton box 939069 34 15676 34 caja terminada",1750,"carton producto terminado carton","posted","Empaques Primarios"
"f31637",2023-02-09,"5500114659","26","stabilus","939308 fs 30 99 0000 00 000 carton box 939308 size 48 48 caja terminada",660,"carton producto terminado carton","posted","Empaques Primarios"
"f31637",2023-02-09,"5500114659","26","stabilus","938830 fs 30 99 0000 00 000 carton size 24 13877 24 caja terminada",560,"carton producto terminado carton","posted","Empaques Primarios"
"f31637",2023-02-09,"5500114659","26","stabilus","643920 cart som 7468x5690x2921 rsc box 643920 stabomat 13891 643920 stabomat caja",160,"carton producto terminado carton","posted","Empaques Primarios"
"f31637",2023-02-09,"5500114659","26","stabilus","642762 packing sheet 5652x7429 insert 642762 14301 642762 pad sm",850,"carton producto terminado carton","posted","Materiales de Protección"
"f31637",2023-02-09,"5500114659","26","stabilus","427623 as 30 99 0000 00 000 carton box tmc 150 tesla box tmc 150 tesla",550,"carton producto terminado carton","posted","Empaques Primarios"
"f31637",2023-02-09,"5500114659","26","stabilus","429296 as 30 99 0000 00 000 inserto insert tmc 150 tesla 14783 tmc150 inserto",2000,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31637",2023-02-09,"5500114659","26","stabilus","446265 as 30 99 0000 00 000 capa intermedia pad 43x36 daimler 14454 daimler tmc pad 43 x 36",230,"carton producto terminado carton","posted","Materiales de Protección"
"f31637",2023-02-09,"5500114659","26","stabilus","425472 as 30 99 0000 00 000 carton caja hsc dk 48 ect caja volvo 18742 dk 48 ect volvo caja autoensamblable",20,"carton producto terminado carton","posted","Empaques Primarios"
"f31637",2023-02-09,"5500114659","26","stabilus","428101 as 30 99 0000 00 000 tapa tapa ck 32 ect tapa volvo 18743 ck 32 ect volvo tapa",20,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31637",2023-02-09,"5500114659","26","stabilus","431208 fs 30 99 0000 00 000 listones triangular corner board 45 corner board 45",1000,"carton producto comercializacion carton","posted","Otros"
"f31637",2023-02-09,"5500114659","26","stabilus","430969 fs 30 99 0000 00 000 listones triangular corner board 48 corner board 48",1000,"carton producto comercializacion carton","posted","Otros"
